id,title_ja,title_kana,title_romaji,title_en,aliases,media_type,release_start,release_end,episode_count,runtime_min,series_id,season_number,genres,tags,target_demographic,setting,era,themes,original_type,original_title,original_author,original_artist,original_publisher,original_label,original_magazine,original_platform,animation_studio,co_animation_studio,animation_cooperation,production_name,production_committee,production_members,production_lead_company,planning,executive_producers,producers,animation_producers,line_producers,director,chief_director,series_composition,character_original_design,character_design,music,sound_director,staff,characters,opening_themes,ending_themes,insert_songs,music_production,soundtrack_label,broadcast_networks,broadcast_slots,streaming_services,film_distributor,theatrical_release_date,relations,episodes,episode_staff,awards,synopsis,image_url,official_url,official_x,official_youtube,official_other,external_ids,updated_at
A00000087,陰の実力者になりたくて!,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::c4b8bea1dd1204275fca49590f495357077ea05243217f833abb3fd852d08a73,2026-09-10
A00000088,サマーゴースト,,,,,SHORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::308bc62ded5e39987560eebe1e414c311e6651439e25202b108fa6073e84bc90,2026-09-10
A00000089,リーンの翼,,,,,ONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::69160319cda4cd914425d017911a1d385489f60089cbe2c7dd94490e6dc87b54,2026-09-10
A00000090,ループ7回目の悪役令嬢は、元敵国で自由気ままな花嫁生活を満喫する,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::cf110a0b9e39160b15784d98631ebbb9aae643c5a4635104768a8f30f07816e3,2026-09-10
A00000091,TRIGUN STAMPEDE,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::81b437ad55d7e64a379328a3d7543706fd0a7e4a4296cff24ace598f079b2254,2026-09-10
A00000092,Re:ゼロから始める異世界生活3rd season,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::8107eadaeede775dc9081cc79043c96827024a58a12319cc004d573babff9034,2026-09-10
A00000093,異世界スーサイド・スクワッド,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::bddc2446bb6620dafde9f4563c1fffebd39c3443eb16086a6dbff6692e1c85df,2026-09-10
A00000094,異世界でチート能力を手にした俺は、現実世界をも無双する~レベルアップは人生を変えた~,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::2988f711bcaef12b67008dc622ef8c266a12c81e36fba04f46e4bd633a384cf3,2026-09-10
A00000095,北斗の拳,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::aaa6f62a5f255bf6c83cb3571c208617d9abc658ee427cf44fc18a4978ae697e,2026-09-10
A00000096,終末のワルキューレ,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::4259a678886af44004871815d2ef1198254162c01c098c37186a80a10c1568da,2026-09-10
A00000097,ばいばい、アース,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::2cd2f63f96e074e03a20acebbee53064633b4662345907c94d5659affeaffd07,2026-09-10
A00000098,この世界は不完全すぎる,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::1866d22dead00666131452e9739e2356b0a25a4eab339f1bf220d7a086cdbc41,2026-09-10
A00000099,葬送のフリーレン,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::8d5d0a3355610e7b80aa13f45fb2e08e15a29c2ea1d72fd56c4a7706dd10c5a0,2026-09-10
A00000100,地獄楽,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::7657898657065745a1e1d1fe1098d7812bd1022b359c96d0b12e32ad209cb048,2026-09-10
A00000101,おとなりに銀河,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::3144c2b95f57afc0f75d178924e5b5a159e15fe6a4bec64b087cb28be1bb0350,2026-09-10
A00000102,負けヒロインが多すぎる!,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::ca9d4f25853e178a8f4e61a26f3e8f1294713c10366f4139cf51eaaa9f9ae841,2026-09-10
A00000103,とんでもスキルで異世界放浪メシ,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::328c948e94a5bcd46d61ab0c9c1d433f4b6fcb5e919eaca2115de0c9df9193e9,2026-09-10
A00000104,この素晴らしい世界に祝福を! 3,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::233db4ba72bdc5b561c17d22cd86be614c656e83e9ae2d27399d693a1a986ac3,2026-09-10
A00000105,メカウデ,,,,,ONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::d3dd88b8290db418a64e277b934bd2a63413bc47bab07e95279b2df93826ff02,2026-09-10
A00000106,この素晴らしい世界に爆焔を!,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::ba093e964afede9221727b1dca749d011f150a8fde562f803de87eee9d7339a9,2026-09-10
A00000107,鋼鉄神ジーグ,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::e20ee416ee84ca0e125324831c202afdd3897aab623a0bfa5d5909dd6e7c5068,2026-09-10
A00000108,終末トレインどこへいく?,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::a797e7d18714ae74217eb401253825668c1faf126d92346b49af262e2949d99f,2026-09-10
A00000109,黒執事,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::65199b0fb7716d76a6cfe12bbaa90d162ebea476a4c6e8f62fe246e5a4fe9e15,2026-09-10
A00000110,ダンジョンの中のひと,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::920abae9d102bb082cabbe9cbc71d29e302e50d7eb24f13da3e4a8f4b12ecf57,2026-09-10
A00000111,ラブひな,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::0dd4ca7aee58bc55a2a330956162e627714c517a3ee751e7e381ae4e80fc18da,2026-09-10
A00000112,エロマンガ先生,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::e292680a692b898abdbe7b4684535b9b3493061599cb692b1e1ca8bd7347fe05,2026-09-10
A00000113,暴食のベルセルク,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::d6c8be4338dfd1376af3d318793ed6097b3581d1e79ae24e1f2cb82bbec6ac6e,2026-09-10
A00000114,大雪海のカイナ,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::e5d8f2f57576fd33a84ff4b83e6e455373753f14f936a6abab09427bc2e795ce,2026-09-10
A00000115,公女殿下の家庭教師,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::4fb17cd516b0fddd555f70303f9c3da5e5c4023a08c6d846c4e434fffd8980ad,2026-09-10
A00000116,CUE!,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::14da5d70daaa665ecfedd7e76c13706bbf00cc8ba7dc361555a78ce0cecc334a,2026-09-10
A00000117,骸骨騎士様、只今異世界へお出掛け中,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::2200cd02425920950e21a1a9dc99cb2601b6a00cac396b3aff651b2320d95247,2026-09-10
A00000118,WHITE ALBUM,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::fb0cd4760cb498fcdecaf7fd360063fdc481836f48ab07ef43a9ea3628f29842,2026-09-10
A00000119,ワールドトリガー,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::2dfce14e10712740ef27445a86f163288527f4e6201fec4896d3fec0859d79af,2026-09-10
A00000120,黄昏アウトフォーカス,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::a04535cfe9804afad7604ee84145fea5fe97dc2a069edd44a34f8646121a5137,2026-09-10
A00000121,盾の勇者の成り上がり,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::f8ce00180c11c2c58fcaada71d1e0adb854e624cbce8c2ae6eb233ea6129dc48,2026-09-10
A00000122,異世界魔王と召喚少女の奴隷魔術,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::c134cc15e2c3cc994c4d17145910b43f5cc85b91c1baa9f0f38e504490b701d4,2026-09-10
A00000123,キングダム,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::da6d183d0b33585e7f38163f93a177702d3977387fbe4c669eced962d8c4c8a7,2026-09-10
A00000124,ラーメン赤猫,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::909ed3641a9267f3dbfe54f157fab92d4f96e53f01c3be6b32c68758a240af3c,2026-09-10
A00000125,逃げ上手の若君,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::4f2c17eb8a3072182f8bcee363e99813522e8e880e88f27f951f220f3f707e1c,2026-09-10
A00000126,WIND BREAKER,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::7eef11d8942cdf20f2246b34b82c0dddd87e2842c4a4e2564fe213f6d395dccb,2026-09-10
A00000127,ふれる。,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::9483724250ab61e87ef29e605e34d8f3dee30a6fea98a294a5ade3ffd8d60856,2026-09-10
A00000128,先輩がうざい後輩の話,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::faa350a9d2c4ee764e12a135bbfd0fecdf69b13638e98791bd5ccf0205f836b5,2026-09-10
A00000129,GHOST IN THE SHELL / 攻殻機動隊,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::043f3d64c97fcf94ac0d5d83b51b62144c3c2f5332c4ad3d15e5c2915d937ad6,2026-09-10
A00000130,魔法少女リリカルなのは,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::eaa7bc67134e8345e07d5ae37d68b4be2b65c30d3f3d275e10d7df7b831bac9a,2026-09-10
A00000131,ユア・フォルマ,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::c018373a94ebb9e170030b9a8cb6892c9dc98d5d0213bf73fc2dd4d4833c3b4f,2026-09-10
A00000132,君は放課後インソムニア,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::5590df765fee0a9b1bd99306ce6f6e40ae66b5401cf71dab24b23a53ca32d19c,2026-09-10
A00000133,メジャー,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::54339e5457110ff65913ad2b6f21ba1953f36ce3384979a1521ee6265e27e499,2026-09-10
A00000134,魔法少女にあこがれて,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::5663ce7ae4f7df18995e02c05d57cdb902b7f9278649f66601bdba000ddb5b56,2026-09-10
A00000135,回復術士のやり直し,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::c34513d757371e2602c628bb5a0cf30db1b57a25fbb13060cce051f2a5656337,2026-09-10
A00000136,スキップとローファー,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::a8430176edf228b0939092786d738a613c8c834e915547fcd8b21e514819d67e,2026-09-10
A00000137,魔法科高校の劣等生 第3シーズン,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::0ff74ba74193e137a2d241340487763bd2af6ee5b24ff3dc0aabb2ca22b88139,2026-09-10
A00000138,贄姫と獣の王,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::fe465ef7163d4290f493d75174c6ed717ff3dfc00b067a8641a868179bdffa85,2026-09-10
A00000139,カワイスギクライシス,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::57bd6e78dd482809219097429829cba4b52dfbe87fde775843b7cc1cea1c5d17,2026-09-10
A00000140,勇者が死んだ!,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::ee6fbcba4720f4bf9bd7f03f0d5179eb736bb20460148ab6ae973052fa234db3,2026-09-10
A00000141,らくだい魔女 フウカと闇の魔女,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::11b2f72bcb42259204d72ff1a6a6d766ae85c70c59011381ab8eb35c83033f9b,2026-09-10
A00000142,ダークギャザリング,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::91e4e1033f53bd2cf65da687fdd951bd22d75020773b88b89d6a369cfd70610b,2026-09-10
A00000143,異世界召喚は二度目です,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::344bdecceb964d3258e921c648c34b5755ec059f409f40762dd24143dd034f33,2026-09-10
A00000144,犬になったら好きな人に拾われた。,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::b8119b17d5cdeca4a53757045b54b23fbbd93ed31ebfe42d0e33125e4de2e45d,2026-09-10
A00000145,のんのんびより りぴーと,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::3a153e2605d6805875193dd31f917f79299180e19b7af0258fb8e80a2a6a0aa9,2026-09-10
A00000146,魔弾の王と戦姫,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::76a76220db9916572ef3ee16ab4fd13b38beb47cebcc4d33c605cd5f3c7e8f0f,2026-09-10
A00000147,電脳コイル,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::d16118627acc1e033cf6176288d6b1da46b35e43428064bf64d845c6c5ad3759,2026-09-10
A00000148,幼女戦記II,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::4614b1e8f4697287aa58e2c2e0fdc926715db82a0e573af8faa0c335bc38014f,2026-09-10
A00000149,俺は全てを【パリイ】する ~逆勘違いの世界最強は冒険者になりたい~,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::6e4543ef70d2a58dc3906f983ce3f8b3f6aab1df9e5e1aa608c9e7d0e722c762,2026-09-10
A00000150,カッコウの許嫁,,,,,TV,,,,,,,家族,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,脚本::中西やすひろ 絵コンテ:白幡良志之 演出:熊野千尋 総作画監督:萩原しょう子|脚本::渡辺まゆみ|脚本::槙田一章|脚本::蔡 孟書 作画監督:今野幸一|脚本::林 子皓|脚本::福島豊明|脚本::滝本賢児|脚本::吉田 肇|脚本::ふたふさ|脚本::黒崎知栄実|脚本::飛鴻動畫|脚本::何映潭|脚本::ToJ|脚本::中西やすひろ 絵コンテ:松井ひとゆき 演出:山内東生雄 総作画監督:萩原しょう子|脚本::和田 薫 作画監督:酒井KEI|脚本::服部憲和|脚本::韓 承熙|脚本::真壁智之|脚本::松井芳彦|脚本::Ani-G|脚本::中西やすひろ 絵コンテ:杉島邦久 演出:奥村よしあき 総作画監督:萩原しょう子|脚本::蔡 孟書 作画監督:滝本賢児|脚本::今野幸一|脚本::大野 勉|脚本::程方舟|脚本::株式会社ユニゾン|脚本::山村俊了|脚本::中西やすひろ 絵コンテ:西田健一 演出:鈴木孝聡 総作画監督:蔡 孟書|脚本::萩原しょう子|脚本::槙田一章 作画監督:林 子皓|脚本::島崎知美|脚本::無錫櫻花卡通有限公司|脚本::中西やすひろ 絵コンテ:板井寛樹 演出:斉藤秀二 総作画監督:渡辺まゆみ|脚本::鄭 叡興 作画監督:渡辺まゆみ|脚本::鄭 叡興|脚本::しんや|脚本::中西やすひろ 絵コンテ・演出:長岡義孝 総作画監督:萩原しょう子|脚本::渡辺まゆみ 作画監督:今野幸一|脚本::江崎 稔|脚本::小澤和則|脚本::趙 小川|脚本::王 敏|脚本::陳 玲玲|脚本::姜 海華|脚本::ワン・オーダー|脚本::中西やすひろ 絵コンテ:杉島邦久 演出:沼山茉由 総作画監督:萩原しょう子|脚本::槙田一章 作画監督:大豆一博|脚本::中西やすひろ 絵コンテ・演出:白幡良志之 総作画監督:槙田一章|脚本::瀧澤茉夕|作画監督::渡辺まゆみ|作画監督::鄭 叡興|作画監督::林 子皓|作画監督::しんや|作画監督::黒崎知栄実,,OP::カッコウの許嫁::::::::,ED::カッコウの許嫁::::::::,,,,,,,,,,,,,,,https://cuckoos-anime.com/season1/,https://twitter.com/cuckoo_anime,,,discovery-key::cdc7968f27fca1a14630ce1ae1660ea2f33dce99d198dd8e94a13dfc7a68edf1,2026-09-10
A00000151,ゆるキャン△,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::8bb6f8bd73aa22f26f751204942231586fe9d4766f861e5139161a7c9a9298a7,2026-09-10
A00000152,スライム倒して300年、知らないうちにレベルMAXになってました,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::f146b63ac92de9caaa93ecbfe6f0c3ffb260e040b0c9aa8dd0d66356c1186a3c,2026-09-10
A00000153,グリッドマン ユニバース,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::caf71070f002b5c6af0de45606b51f987a93ba8b20ebe8589df3ebdfe5839251,2026-09-10
A00000154,じいさんばあさん若返る,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::f55653ed4d7801139c29093e95e0bad7b1a13aa628580f822e4c5020bc1b154d,2026-09-10
A00000155,聖剣学院の魔剣使い,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::0ac5d6ea033b807d710ad97662e48e729659c94e3727a3ae462d3fa3225bb8f9,2026-09-10
A00000156,このヒーラー、めんどくさい,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::6c0b71cf58f81edad096c750211434129ef3f9b4b331389fbe390f7c9aa321a2,2026-09-10
A00000157,涼宮ハルヒの憂鬱,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::0858ff480746633a8a9b8dfa74bf678fc4cb0a60b57cd5f382c066c9a4f1e73c,2026-09-10
A00000158,機動戦士ガンダム 閃光のハサウェイ,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::a556f6af06c5ba1d1bb0c6070820b9522531d2618e5ae10c8e491e49d32d4623,2026-09-10
A00000159,ダンジョン飯,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::a63749a02ea1af865b059cbe9d2acf45cf8a8f9c1c6bbb05476ad4e5c370a57f,2026-09-10
A00000160,異世界はスマートフォンとともに。2,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::90b81fe26c097f344921be9a1bea776b85ea3c259441c3474fcf0f2cc182b1cd,2026-09-10
A00000161,結婚指輪物語,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::dcea0063ccff5bf6c32921ce2994242dbab22d042681c90805665622f812d828,2026-09-10
A00000162,星降る王国のニナ,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::857fad71e9c632f98ec15be624c7202b50ee6fc872f98d76d5f139f57dd04717,2026-09-10
A00000163,絆のアリル,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::c59ce07efee7f89695f87424dc1772428fc0dc92cbc19fd40ecc7adf84dff7e6,2026-09-10
A00000164,星屑テレパス,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::66936304d6f4c5fd09ab2590a96a9b4453f41fd5e2cb8056a5274f1acaf93c91,2026-09-10
A00000165,アイドルマスター ミリオンライブ!,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::4e85324c1c1913cd2eb02e597bec4eda1c8141f0e5438bcc8cd25ab34ba01b56,2026-09-10
A00000166,盾の勇者の成り上がり Season3,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::7a207194df0590217e32294d6ef4f632b3aeeae39b5f86f92f9182b0f6421815,2026-09-10
A00000167,もういっぽん!,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::f959ccb9c5151ef8aab59779083231eaa7c19936952f39bc99aec276a695c447,2026-09-10
A00000168,百千さん家のあやかし王子,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::f63da56e642eb707c456f190257b65a45da2aa25a688b9bc4d69c122ebafd1fc,2026-09-10
A00000169,わたしの幸せな結婚,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::a889b3b77e8a7b57be8b38e1ddd1b1e869eaa715a4944f60add7ebc5521b894e,2026-09-10
A00000170,メタリックルージュ,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::2b81068a40711ac5ddb13c6dcfc5f0e36f08cbe3fb412f7b0c32148a577ce2b9,2026-09-10
A00000171,月刊モー想科学,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::bfd91ebb236bb6e6c337b7087013fe8f76a2b5cc7839d049a652eba5502cc325,2026-09-10
A00000172,経験済みなキミと、経験ゼロなオレが、お付き合いする話。,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::9b2fc15435a8ecb1a01bfdff18189e36b3b6181a4afc9cebb333bccafbb525be,2026-09-10
A00000173,ニンジャスレイヤー,,,,,ONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::9663c8a3e2d8c986f338ff6615b09657fd9878f1145665887c35665c2a0a1797,2026-09-10
A00000174,涼宮ハルヒの消失,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::69a9f0c95f724123dcb938fe2fa30915d0f2b464d20a1c334a8ede27881cf1c0,2026-09-10
